long_name,value_eur,club_name
Levan Shengelia,1500000.0,OH Leuven
Aleksandar Radovanović,1300000.0,Kortrijk
Colin Coosemans,950000.0,Anderlecht
Zinho Gano,1400000.0,Zulte-Waregem
Pierre-Yves Raffaella Michel Lucien Ngawa,1100000.0,OH Leuven
Thibault Peyre,1100000.0,Mechelen
Pierre Bourdin,1300000.0,Beerschot
Kylian Hazard,1400000.0,Cercle Brugge
Onur Kaya,500000.0,Mechelen
Andreas Beck,450000.0,AS Eupen
Brecht Capon,625000.0,KV Oostende
Christian Brüls,950000.0,Sint-Truiden
Damien Marcq,800000.0,Union Saint-Gilloise
David Hubert,600000.0,Zulte-Waregem
Benoît Guy Jean Poulain,575000.0,AS Eupen
Rafael Enrique Romo Pérez,650000.0,OH Leuven
Joris Delle,650000.0,Kortrijk
Jorge Filipe Avelino Teixeira,400000.0,Sint-Truiden
Jonathan Steve Heris,1000000.0,AS Eupen
Tom Daniel Bart Pietermaat,1100000.0,Beerschot
Christian Albert Elliot Burgess,1000000.0,Union Saint-Gilloise
Lucas Bijker,1100000.0,Mechelen
Gérald Valentin Kilota,1200000.0,RFC Seraing
Oleksandr Filippov,1200000.0,Sint-Truiden
Ruben Providence,2600000.0,Club Brugge
Marco Kana,2200000.0,Anderlecht
Taylor Jay Harwood-Bellis,2300000.0,Anderlecht
Killian Sardella,2300000.0,Anderlecht
Olivier Deman,2300000.0,Cercle Brugge
Ahoueke Steeve Kévin Denkey,2300000.0,Cercle Brugge
Christopher James Durkin,2300000.0,Sint-Truiden
Ramiro Vaca Ponce,2300000.0,Beerschot
Abdoulie Sanyang,2300000.0,Beerschot
Abdelkahar Kadri,2300000.0,Kortrijk
Scotty Sadzoute,2200000.0,OH Leuven
Charles Vanhoutte,2200000.0,Cercle Brugge
Gaëtan Coucke,1800000.0,Mechelen
Samuel Yves Oum Gouet,1900000.0,Mechelen
Robbe Decostere,1900000.0,Cercle Brugge
Marko Ilić,1700000.0,Kortrijk
Amine Benchaib,1600000.0,Sporting Charleroi
Senna Malik Miangué,1400000.0,Cercle Brugge
Maryan Shved,1500000.0,Mechelen
Jean Thierry Lazare Amani,1500000.0,Union Saint-Gilloise
Bassem Srarfi,1500000.0,Zulte-Waregem
松原 後,1400000.0,Sint-Truiden
Mohamed Réda Halaïmia,1400000.0,Beerschot
Mathias Fixelles,1500000.0,Kortrijk
Iebe Swers,1500000.0,Mechelen
Cameron Alexander McGeehan,1300000.0,KV Oostende
Luka Zarandia,1300000.0,Zulte-Waregem
Carlos Apna Embalo,1300000.0,AS Eupen
Loïc Andre Terry Lapoussin,1300000.0,Union Saint-Gilloise
Laurent Claude Henkinet,875000.0,Standard Liège
Jonathan Buatu Mananga,1100000.0,Sint-Truiden
Lawrence Shankland,1300000.0,Beerschot
Mauricio Lemos Merladet,1100000.0,Beerschot
Dinis da Costa Lima Almeida,1100000.0,Antwerp
Alexander Jacques Corryn,1100000.0,Cercle Brugge
Sory Kaba,1200000.0,OH Leuven
Jonathan Bolingi Mpangi Merikani,1200000.0,Antwerp
Alexandre De Bruyn,1200000.0,Gent
Steve Danny Marc De Ridder,475000.0,Sint-Truiden
Kenny Steppe,500000.0,Sint-Truiden
Frédéric Frans,650000.0,Beerschot
Sébastien Bruzzese,500000.0,Cercle Brugge
Yannick Thoelen,675000.0,Mechelen
Michiel Jonckheere,825000.0,Kortrijk
Yannick Aguemon,1000000.0,OH Leuven
Robin Himmelmann,500000.0,AS Eupen
Bruno Godeau,850000.0,Gent
Tibo Persyn,2200000.0,Club Brugge
Ignace Van der Brempt,2100000.0,Club Brugge
Abdoul Fessal Tapsoba,2000000.0,Standard Liège
Daniel Alejandro Pérez Córdova,2000000.0,Club Brugge
Samuel Marqus Lloyd Vines,1800000.0,Antwerp
Ewoud Pletinckx,1800000.0,Zulte-Waregem
Stipe Radić,1800000.0,Beerschot
Victor Torp Overgaard,1900000.0,Kortrijk
Cameron Lisceous Humphreys-Grant,1800000.0,Zulte-Waregem
Pape Habib Guèye,1900000.0,Kortrijk
Leonardo Miramar Rocha,1700000.0,AS Eupen
Dimitri Dominique Lavalée,1200000.0,Sint-Truiden
Antoine Rudy Bernier,1400000.0,RFC Seraing
Jonas Valentin Bager,1200000.0,Union Saint-Gilloise
Marko Kvasina,1300000.0,KV Oostende
이승우 李昇佑,1300000.0,Sint-Truiden
Thibault Vlietinck,1200000.0,OH Leuven
Youssef Maziz,1300000.0,RFC Seraing
David Atanga,1200000.0,KV Oostende
Júnior Udeme Pius,1100000.0,Sint-Truiden
Lucas Frédéric Pirard,850000.0,Union Saint-Gilloise
Wolke Johannes Janssens,975000.0,Sint-Truiden
Dimitar Velkovski,975000.0,Cercle Brugge
Wouter Biebauw,90000.0,Beerschot
Guillaume François,625000.0,Union Saint-Gilloise
Laurens Henry Cristine De Bock,775000.0,Zulte-Waregem
Kawin Thamsatchanan,450000.0,OH Leuven
Sheldon Michael Louis Bateau,700000.0,Mechelen
Luca Oyen,1800000.0,Genk
Bart Verbruggen,1600000.0,Anderlecht
Matisse Samoise,1700000.0,Gent
Jesper Daland,1700000.0,Cercle Brugge
Antoine Benjamin Colassin,1600000.0,Anderlecht
Théo Ndicka Matam,1500000.0,KV Oostende
Alejandro Millán Iranzo,1600000.0,Cercle Brugge
Denis Mihai Drăguş,1600000.0,Standard Liège
Loïc Anthony Bessile,1500000.0,Sporting Charleroi
Yonas Malede,1600000.0,Gent
Abdoulie Jallow,1500000.0,RFC Seraing
Indy Boonen,1500000.0,KV Oostende
Thibo Somers,1500000.0,Cercle Brugge
Bent Langåssve Sørmo,1100000.0,Zulte-Waregem
Siebe Van der Heyden,1000000.0,Union Saint-Gilloise
Morgan Paul Poaty,1000000.0,RFC Seraing
Christopher Téa Opéri,1000000.0,Gent
Warleson Stellion Lisboa Oliveira,875000.0,Cercle Brugge
Yahya Nadrani,975000.0,RFC Seraing
Dario Del Fabro,825000.0,RFC Seraing
Sander Coopman,925000.0,Antwerp
Ibrahima Cissé,725000.0,RFC Seraing
Lucas Rougeaux,725000.0,Kortrijk
Benjamin Boulenger,500000.0,RFC Seraing
Mamadou Koné,725000.0,AS Eupen
Senne Lammens,1300000.0,Club Brugge
Moisés Isaac Caicedo Corozo,1400000.0,Beerschot
Robbe Quirynen,1300000.0,Antwerp
Rocco Reitz,1400000.0,Sint-Truiden
Stelios Andreou,1300000.0,Sporting Charleroi
Guillaume Laurent Dietsch,1100000.0,RFC Seraing
Frederik Jäkel,1200000.0,KV Oostende
Matthew Alexander Sorinola,1200000.0,Union Saint-Gilloise
Guy Carel Mbenza Kamboleke,1300000.0,Antwerp
Lucas Jozef Lissens,1200000.0,Anderlecht
Toon Raemaekers,1200000.0,OH Leuven
Zechariah Joshua Henry Medley,1200000.0,KV Oostende
Valentine James Ozornwafor,1200000.0,Sporting Charleroi
原 大智,1300000.0,Sint-Truiden
Silas Gnaka,1100000.0,AS Eupen
Dylan Louis Ange Ouédraogo,1100000.0,OH Leuven
Vinicius de Souza Costa,1100000.0,Mechelen
Sami Lahssaini,925000.0,RFC Seraing
Senne Lynen,925000.0,Union Saint-Gilloise
Ismaël Kandouss,850000.0,Union Saint-Gilloise
伊藤 達哉,875000.0,Sint-Truiden
林 大地,850000.0,Sint-Truiden
Mory Konaté,625000.0,Sint-Truiden
Théo Pierrot,600000.0,RFC Seraing
Isaac Nuhu,1200000.0,AS Eupen
Jannes Van Hecke,1100000.0,Mechelen
Nick Shinton,1000000.0,Club Brugge
Dylan Mbayo,1100000.0,Kortrijk
Damjan Pavlović,1100000.0,Standard Liège
Edgaras Utkus,1100000.0,Cercle Brugge
Ameen Al Dakhil,1100000.0,Standard Liège
Abdul Manaf Nurudeen,1000000.0,AS Eupen
Didier Pierre Jean-Paul Desprez,925000.0,Sporting Charleroi
Alfons Amade,1100000.0,KV Oostende
Sibiry Keita,1100000.0,AS Eupen
Emmanuel Sowah Adjei,700000.0,AS Eupen
Marius Mouandilmadji,725000.0,RFC Seraing
Wagane Faye,500000.0,RFC Seraing
Niels Patrick Nkounkou,1000000.0,Standard Liège
Cenk Özkaçar,900000.0,OH Leuven
Charles-Jesaja Herrmann,975000.0,Kortrijk
Daan Vekemans,900000.0,OH Leuven
Karim Zedadka,900000.0,Sporting Charleroi
Leon Kreković,900000.0,Beerschot
Muhammed Badamosi,625000.0,Kortrijk
Lorenzo Paolucci,600000.0,Union Saint-Gilloise
Junior Marsoni Sambu Mansoni,525000.0,RFC Seraing
Miguel Van Damme,375000.0,Cercle Brugge
Francesco D'Onofrio,350000.0,RFC Seraing
Zeno Debast,850000.0,Anderlecht
Cisse Sandra,825000.0,Club Brugge
Kristian Fredrik Malt Arnstad,825000.0,Anderlecht
Ebeguowen Owen Otasowie,825000.0,Club Brugge
Apostolos Konstantopoulos,775000.0,Beerschot
Tobe Leysen,675000.0,Genk
Stan Van Dessel,775000.0,Sint-Truiden
Boris Lambert,700000.0,AS Eupen
Issa Soumaré,725000.0,Beerschot
Sambou Sissoko,700000.0,Kortrijk
Boris Popović,700000.0,Cercle Brugge
Mathieu Cachbach,725000.0,RFC Seraing
Jérôme Déom,725000.0,AS Eupen
Serge-Philippe Raux-Yao,700000.0,Cercle Brugge
Jonah Osabutey,675000.0,Kortrijk
Nelson Felix Balongo Lissondja Vha,675000.0,Sint-Truiden
Ali Sanogo,675000.0,RFC Seraing
Ken Nkuba Tshiend,575000.0,Sporting Charleroi
David Mukuna-Trouet,600000.0,Beerschot
Yani Van den Bossche,600000.0,Kortrijk
Mandela Keita,550000.0,OH Leuven
Adewale Oladoye,550000.0,Gent
Chinonso Emeka,525000.0,Gent
Jackson Tchatchoua,550000.0,Sporting Charleroi
Alec Van Hoorenbeeck,525000.0,Mechelen
Antoine Lejoly,425000.0,Beerschot
Martin Wasinski,525000.0,Sporting Charleroi
Wouter George,525000.0,Gent
Jarne Steuckers,525000.0,Sint-Truiden
Nayel Mehssatou Sepúlveda,525000.0,Anderlecht
Dion De Neve,550000.0,Zulte-Waregem
Femi Seriki,500000.0,Beerschot
Pierre Ramses Akono,475000.0,AS Eupen
Gary Magnée,475000.0,AS Eupen
Maxime Mignon,150000.0,RFC Seraing
András Németh,650000.0,Genk
Youssuf Sylla,525000.0,Zulte-Waregem
Sef Van Damme,450000.0,Zulte-Waregem
Jay-Dee Geusens,525000.0,Genk
Alexandro Calut,450000.0,Standard Liège
Arthur Allemeersch,475000.0,OH Leuven
Andi Koshi,450000.0,Cercle Brugge
Tyreek Magee,450000.0,AS Eupen
Tom Roufosse,375000.0,AS Eupen
Tibo Herbots,375000.0,Union Saint-Gilloise
Vic Chambaere,375000.0,Genk
Nathan Ngoy,400000.0,Standard Liège
Joachim Imbrechts,350000.0,Sporting Charleroi
Evangelos Patoulidis,400000.0,KV Oostende
Reda Akbib,375000.0,Sporting Charleroi
Luqman Hakim Sukemi,400000.0,Kortrijk
Wout Didier De Buyser,375000.0,Zulte-Waregem
Marcel Lewis,400000.0,Union Saint-Gilloise
Louis Patris,375000.0,OH Leuven
Olivier Dumont,400000.0,Standard Liège
Jordy Schelfhout,300000.0,KV Oostende
Cheikh Ahadou Tidiane Thiam,425000.0,Zulte-Waregem
Anthony Kevin Descotte,350000.0,Sporting Charleroi
Manuel Osifo,325000.0,KV Oostende
Wim Vanmarsenille,325000.0,Sint-Truiden
Milan Robberechts,350000.0,Mechelen
Rousseau De Poorter,350000.0,Zulte-Waregem
Mohamed Berte,375000.0,KV Oostende
Abraham Okyere,325000.0,Beerschot
Niklo Dailly,350000.0,Mechelen
Figo Suffys,325000.0,Cercle Brugge
Arne Cassaert,300000.0,Cercle Brugge
Pedro Paulo Kasanzi Lubamba,325000.0,Union Saint-Gilloise
Mehdi Boukamir,300000.0,Sporting Charleroi
Maxime Kali Wenssens,250000.0,Mechelen
Maxim Deman,250000.0,Kortrijk
Bas Van Den Eynden,300000.0,Mechelen
Timothy Galjé,240000.0,RFC Seraing
Bassim Boukteb,275000.0,RFC Seraing
Matteo Chiacig,250000.0,Sporting Charleroi
Dylan Dassy,250000.0,Mechelen
Martijn Beernaert,240000.0,Zulte-Waregem
Noah Serwy,275000.0,RFC Seraing
Elias Spago,240000.0,RFC Seraing
Robin Denuit,240000.0,RFC Seraing
Kerian Atheba,200000.0,Union Saint-Gilloise
Rayan Djedje,220000.0,RFC Seraing
Elias Mago,230000.0,Standard Liège
Zakaria Silini,240000.0,RFC Seraing
Giacomo D'Asaro,240000.0,RFC Seraing
Simon Luc Hildebert Mignolet,13000000.0,Club Brugge
Dieumerci Mbokani Bezua,7000000.0,Antwerp
Hans Vanaken,15000000.0,Club Brugge
Krépin Diatta,23500000.0,Club Brugge
Hendrik Van Crombrugge,9500000.0,Anderlecht
Clinton Mukoni Mata Pedro Lourenço,11000000.0,Club Brugge
Ruud Willem Vormer,8500000.0,Club Brugge
Emmanuel Bonaventure Dennis,15500000.0,Club Brugge
Aurélio Gabriel Ulineia Buta,11000000.0,Antwerp
Joakim Mæhle Pedersen,10500000.0,Genk
Brandon Mechele,8000000.0,Club Brugge
Éder Fabián Álvarez Balanta,8000000.0,Club Brugge
Simon Désiré Sylvanus Deli,7000000.0,Club Brugge
Vadis Odjidja-Ofoe,6000000.0,Gent
Michael Ngadeu-Ngadjui,6500000.0,Gent
Gerardo Daniel Arteaga Zamora,11000000.0,Genk
Daniel Muñoz Mejía,8000000.0,Genk
Hervé Kouakou Koffi,7000000.0,Royal Excel Mouscron
Roman Yaremchuk,8000000.0,Gent
Núrio Domingos Matias Fortuna,7000000.0,Gent
Percy Muzi Tau,7000000.0,Anderlecht
Mats Rits,6500000.0,Club Brugge
Sinan Bolat,3000000.0,Gent
Sven Kums,4400000.0,Gent
Laurent Depoitre,4800000.0,Gent
伊东 纯也,6000000.0,Genk
Elisha Owusu,9000000.0,Gent
Niklas Bernd Dorsch,6000000.0,Gent
Marco Ilaimaharitra,6000000.0,Sporting Charleroi
Samuel Christopher Bastien,6500000.0,Standard Liège
Théo Bongonda Mbul'Ofeko Batombo,6000000.0,Genk
Jere Juhani Uronen,4900000.0,Genk
Eduard Sobol,5500000.0,Club Brugge
Milad Mohammadi Keshmarzi,4800000.0,Gent
Konstantinos Laifis,4500000.0,Standard Liège
Gojko Cimirot,4800000.0,Standard Liège
Adriano Correia Claro,1300000.0,AS Eupen
Daniel Vuković,475000.0,Genk
Mehdi Carcela-González,3500000.0,Standard Liège
Maxime Kristof Lestienne,4200000.0,Standard Liège
Kemar Michael Lawrence,4100000.0,Anderlecht
森岡 弘良太,4100000.0,Sporting Charleroi
Patrik Hrošovský,4200000.0,Genk
Zinho Vanheusden,6000000.0,Standard Liège
Liberato Gianpaolo Cacace,6500000.0,Sint-Truiden
Jhon Janer Lucumí Bonilla,6500000.0,Genk
Selim Amallah,4800000.0,Standard Liège
Bryan Heynen,4800000.0,Genk
Siebe Schrijvers,4700000.0,Club Brugge
Didier Lamkel Zé,4600000.0,Antwerp
Michael Amir Murillo Bermudez,4300000.0,Anderlecht
Nicolas Gavory,3900000.0,Standard Liège
Thomas Didillon,3500000.0,Cercle Brugge
Federico Ricca Rostagnol,3700000.0,Club Brugge
Dorian Dessoleil,3200000.0,Sporting Charleroi
Alireza Safar Beiranvand,2800000.0,Antwerp
Massimo Bruno,3600000.0,Sporting Charleroi
Michael Krmenčík,3600000.0,Club Brugge
Nicolas Penneteau,350000.0,Sporting Charleroi
Faris Dominguere Jenny Haroun,1000000.0,Antwerp
Lior Refaelov,1400000.0,Antwerp
Ritchie Ria Alfons De Laet,2100000.0,Antwerp
Sébastien Dewaest,2500000.0,Genk
Víctor Vázquez Solsona,1900000.0,AS Eupen
Adrien Trebel,3000000.0,Anderlecht
Roman Bezus,3000000.0,Gent
Yari Verschaeren,5500000.0,Anderlecht
Giorgi Chakvetadze,5000000.0,Gent
Albert-Mboyo Sambi Lokonga,5000000.0,Anderlecht
Mustapha Bundu,5000000.0,Anderlecht
Landry Nany Dimata,4800000.0,Anderlecht
David Chidozie Okereke,4800000.0,Club Brugge
Alexis François De Sart,3400000.0,Antwerp
Alessio Castro-Montes,3500000.0,Gent
Michel Vlap,3500000.0,Anderlecht
Birger Danny Verstraete,2900000.0,Antwerp
Tim Kleindienst,3400000.0,Gent
Julien Ariel De Sart,3000000.0,Kortrijk
Mats Møller Dæhli,3100000.0,Genk
Davy Roef,2400000.0,Gent
Paul Ebere Onuachu,3100000.0,Genk
Cyriel Dessers,3100000.0,Genk
Matej Mitrović,2700000.0,Club Brugge
Hannes Van Der Bruggen,2500000.0,Kortrijk
Dino Arslanagić,2500000.0,Gent
Nikola Storm,2900000.0,Mechelen
Ivo Tiago dos Santos Rodrigues,2900000.0,Antwerp
Trent Lucas Sainsbury,2200000.0,Kortrijk
Sammy Andre Bossut,400000.0,Zulte-Waregem
Kristof D'Haene,2000000.0,Kortrijk
Ibrahima Khaliloulah Seck,2000000.0,Zulte-Waregem
Collins Ngoran Suiru Fai,2300000.0,Standard Liège
Igor Plastun,2000000.0,Gent
Jérémy Doku,4800000.0,Anderlecht
Elias Cobbaut,3500000.0,Anderlecht
Arnaud Bodart,3200000.0,Standard Liège
Benson Manuel Hedilazio,3000000.0,Antwerp
Casper De Norre,2800000.0,Genk
Frank Thierry Boya,2700000.0,Antwerp
Ethan Shea Horvath,2000000.0,Club Brugge
Smail Prevljak,2600000.0,AS Eupen
Timon Janis Wellenreuther,2100000.0,Anderlecht
Derrick Luckassen,2400000.0,Anderlecht
Jean Butez,2000000.0,Antwerp
Mamadou Obbi Oularé,2700000.0,Standard Liège
Ali Gholizadeh,2700000.0,Sporting Charleroi
Jean-Luc Mamadou Diarra Dompé,2600000.0,Zulte-Waregem
Dino Hotić,2600000.0,Cercle Brugge
Rob Schoofs,2300000.0,Mechelen
铃木 武藏,2400000.0,Beerschot
Simen Kristiansen Juklerød,2100000.0,Antwerp
Saido Berahino,2200000.0,Zulte-Waregem
Raphael Holzhauser,2100000.0,Beerschot
Felipe Nicolás Avenatti Dovillabichus,2200000.0,Standard Liège
Peter Žulj,2100000.0,Anderlecht
Guillaume Olivier Gillet,375000.0,Sporting Charleroi
Onur Kaya,875000.0,Mechelen
Jelle Vossen,1600000.0,Zulte-Waregem
Gianni Bruno,1900000.0,Zulte-Waregem
Benoît Guy Jean Poulain,1200000.0,AS Eupen
Ilombé Mboyo,1200000.0,Kortrijk
Joachim Marc Van Damme,1600000.0,Mechelen
Ognjen Vranješ,1500000.0,Anderlecht
Jordan Rolly Botaka,2000000.0,Gent
Harlem-Eddy Gnohéré,1500000.0,Royal Excel Mouscron
Kaveh Rezaei,1900000.0,Sporting Charleroi
Charles De Ketelaere,3800000.0,Club Brugge
Carlos Eccehomo Cuesta Figueroa,3300000.0,Genk
Omar Nicolás Govea García,2400000.0,Zulte-Waregem
鈴木 優磨,2400000.0,Sint-Truiden
Bassem Srarfi,2400000.0,Zulte-Waregem
Bogdan Vasylyovych Mykhaylichenko,2200000.0,Anderlecht
Samuel Asamoah,2000000.0,Sint-Truiden
Aleksandar Boljević,2300000.0,Standard Liège
Pieter Gerkens,2100000.0,Antwerp
Barnabás Bese,1800000.0,OH Leuven
シュミット・ダニエル,1400000.0,Sint-Truiden
Jordi Amat Maas,1500000.0,AS Eupen
Faïz Selemani,1900000.0,Kortrijk
Olivier Deschacht,275000.0,Zulte-Waregem
Igor Alberto Rinck de Camargo,550000.0,Mechelen
Andreas Beck,825000.0,AS Eupen
Nils Schouterden,1200000.0,AS Eupen
Nill De Pauw,1500000.0,Antwerp
Knowledge Musona,1600000.0,AS Eupen
Xavier Mercier,1500000.0,OH Leuven
Stef Peeters,1600000.0,AS Eupen
Steeven Willems,1300000.0,Sporting Charleroi
Mamadou Fall,1600000.0,Sporting Charleroi
Yevhen Makarenko,1400000.0,Kortrijk
Dogbole Franck Anderson Niangbo,3100000.0,Gent
Francis Apelete Amuzu,3100000.0,Anderlecht
Maxime Busi,2900000.0,Sporting Charleroi
Terem Igobor Moffi,3200000.0,Kortrijk
Abdoulaye Sissako,3000000.0,Zulte-Waregem
Jelle Bataille,3000000.0,KV Oostende
Dries Wouters,2600000.0,Genk
Jordi Vanlerberghe,2000000.0,Mechelen
三好 康児,2200000.0,Antwerp
Kouadio-Yves Dabila,2000000.0,Royal Excel Mouscron
Adam Jakubech,1800000.0,Kortrijk
Marius Noubissi,2200000.0,Beerschot
Yan Vorogovskiy,2100000.0,Beerschot
Shamar Amaro Nicholson,2200000.0,Sporting Charleroi
Gustav Per Fredrik Engvall,2100000.0,Mechelen
Gaëtan Hendrickx,1900000.0,Sporting Charleroi
Merveille Bopé Bokadi,1900000.0,Standard Liège
Zakaria Bakkali,2000000.0,Anderlecht
Pol García Tena,1700000.0,Sint-Truiden
Kristiyan Malinov,1700000.0,OH Leuven
Joris Kayembe Ditu,1700000.0,Sporting Charleroi
Kylian Hazard,1900000.0,Cercle Brugge
Thomas Henry,1900000.0,OH Leuven
Eden Shamir,1800000.0,Standard Liège
Colin Coosemans,1300000.0,Gent
Alexander Jacques Corryn,1600000.0,Cercle Brugge
Thibault Peyre,1500000.0,Mechelen
Andrew Hjulsager,1700000.0,KV Oostende
Mike Vanhamel,1000000.0,Beerschot
Lucas Bijker,1500000.0,Mechelen
Abdoulaye Seck,1300000.0,Antwerp
Vaso Vasić,1000000.0,Royal Excel Mouscron
Matías Agustín Silvestre,375000.0,Royal Excel Mouscron
Stergos Marinos,975000.0,Sporting Charleroi
Kenny Steppe,750000.0,Sint-Truiden
Timothy Derijck,675000.0,Kortrijk
Brecht Capon,975000.0,KV Oostende
Ari Freyr Skúlason,725000.0,KV Oostende
Christophe Diandy,1200000.0,Sporting Charleroi
Jorge Filipe Avelino Teixeira,675000.0,Sint-Truiden
Mamadou Koné,1400000.0,AS Eupen
Pierre-Yves Raffaella Michel Lucien Ngawa,1300000.0,OH Leuven
Kévin Vandendriessche,1300000.0,KV Oostende
Oleksandr Filippov,1500000.0,Sint-Truiden
Maarten Vandevoordt,2700000.0,Genk
Issa Kaboré,2700000.0,Mechelen
Nicolas Thierry Raskin,2900000.0,Standard Liège
Bastien Toma,3000000.0,Genk
Jackson Muleka Kyanvubu,2900000.0,Standard Liège
Martin Hongla Yma,2600000.0,Antwerp
Robbie D'Haese,2700000.0,KV Oostende
Edo Kayembe,2600000.0,AS Eupen
Benjamin Van Durmen,2300000.0,Royal Excel Mouscron
Eric Ocansey,2500000.0,Kortrijk
Thibault Vlietinck,2500000.0,OH Leuven
Sulayman Marreh,1800000.0,Gent
이승우 李昇佑,1900000.0,Sint-Truiden
Santiago Colombatto,1900000.0,Sint-Truiden
Ortwin De Wolf,1500000.0,AS Eupen
Fashion Sakala Junior,1900000.0,KV Oostende
Joseph Fabrice Ondoa Ebogo,1500000.0,KV Oostende
Gilles Dewaele,1700000.0,Kortrijk
Jules Van Cleemput,1700000.0,Mechelen
Alessandro Ciranni,1600000.0,Royal Excel Mouscron
Aleksandar Vukotić,1600000.0,Waasland-Beveren
Jan Van den Bergh,1500000.0,Beerschot
Modou Diagne,1400000.0,Sporting Charleroi
Carlos Apna Embalo,1600000.0,AS Eupen
Marko Bakić,1500000.0,Royal Excel Mouscron
Abdallah Kerim Mrabti,1500000.0,Mechelen
Yannick Thoelen,925000.0,Mechelen
Ryan Sanusi,1200000.0,Beerschot
Damien Marcq,850000.0,Zulte-Waregem
Joren Dom,1000000.0,Beerschot
Daniel Tawiah Opare,1100000.0,Zulte-Waregem
Idrissa Sylla,1200000.0,Zulte-Waregem
Amara Baby,1000000.0,AS Eupen
Geoffry Hairemans,1200000.0,Mechelen
Jens Cools,1000000.0,AS Eupen
Darren Keet,800000.0,OH Leuven
Andreas Wiegel,1100000.0,Waasland-Beveren
Yohan Croizet,1200000.0,OH Leuven
Kévin Hoggas,1200000.0,Cercle Brugge
Tarik Tissoudali,1300000.0,Beerschot
Odilon Kossounou,2300000.0,Club Brugge
Anthony Tite Musaba,2400000.0,Cercle Brugge
Leonardo Adelino da Silva Lopes,2200000.0,Cercle Brugge
Lukas Nmecha,2300000.0,Anderlecht
Facundo Colidio,2300000.0,Sint-Truiden
Ewoud Pletinckx,2100000.0,Zulte-Waregem
Maryan Shved,2300000.0,Mechelen
Gaëtan Coucke,2000000.0,Mechelen
Silas Gnaka,2200000.0,AS Eupen
Kristian Thorstvedt,2300000.0,Genk
Osman Bukari,2300000.0,Gent
Louis Verstraete,2300000.0,Antwerp
Jules Christ Eboue Kouassi,1900000.0,Genk
Jean Thierry Lazare Amani,2100000.0,Sporting Charleroi
Eike Bansen,1800000.0,Zulte-Waregem
Marko Ilić,1800000.0,Kortrijk
Senna Malik Miangué,1500000.0,AS Eupen
Nordin Jackers,1300000.0,Waasland-Beveren
Daniel Lønne Iversen,1300000.0,OH Leuven
Alimami Gory,1600000.0,Cercle Brugge
松原 後,1500000.0,Sint-Truiden
Júnior Udeme Pius,1500000.0,Antwerp
Buduka Dylan Batubinsika,1500000.0,Antwerp
伊藤 達哉,1600000.0,Sint-Truiden
Cameron Alexander McGeehan,1400000.0,KV Oostende
Béni Badibanga Diata,1500000.0,Royal Excel Mouscron
植田 直通,1300000.0,Cercle Brugge
Rémy Descamps,1200000.0,Sporting Charleroi
Jur Schryvers,1400000.0,Waasland-Beveren
Blessing Chibukie Eleke,1600000.0,Beerschot
Ibrahima Sory Sankhon,1400000.0,Sint-Truiden
Mohamed Réda Halaïmia,1400000.0,Beerschot
Joseph Isiah Efford,1600000.0,Waasland-Beveren
David Boris Philippe Henen,1500000.0,Sporting Charleroi
William Togui,1500000.0,Mechelen
Dimitar Velkovski,1300000.0,Cercle Brugge
Guillaume Hubert,1000000.0,KV Oostende
Jonathan Buatu Mananga,1200000.0,Sint-Truiden
Sander Coopman,1300000.0,Antwerp
Mathieu Maertens,1300000.0,OH Leuven
Petar Golubović,1200000.0,Kortrijk
Deni Hočko,1300000.0,Royal Excel Mouscron
Laurent Claude Henkinet,925000.0,Standard Liège
Laurens Henry Cristine De Bock,1100000.0,Zulte-Waregem
Denis Prychynenko,975000.0,Beerschot
Bruno Godeau,975000.0,Gent
Sheldon Michael Louis Bateau,950000.0,Mechelen
Abdul Jeleel Ajagun,1200000.0,Kortrijk
Jean-François Gillet,110000.0,Standard Liège
Bram Castro,110000.0,KV Oostende
Christophe Lepoint,400000.0,Kortrijk
Jérémy Louis Perbet,425000.0,OH Leuven
Steve Danny Marc De Ridder,625000.0,Sint-Truiden
Derrick Katuku Tshimanga,750000.0,OH Leuven
Duje Čop,1000000.0,Standard Liège
Yannick Aguemon,1000000.0,OH Leuven
Loris Brogno,1100000.0,Beerschot
Stallone Limbombe Ekango,1000000.0,OH Leuven
Aster Jan Vranckx,2300000.0,Mechelen
Killian Sardella,2100000.0,Anderlecht
中村 敬斗,2000000.0,Sint-Truiden
Erik Benjamin Nygren,2000000.0,Genk
Antoine Benjamin Colassin,2000000.0,Anderlecht
Kamal Sowah,2100000.0,OH Leuven
Christopher James Durkin,1900000.0,Sint-Truiden
Jean Emile Junior Onana Onana,1800000.0,Royal Excel Mouscron
Aboubakar Keita,1800000.0,OH Leuven
Aboubakary Yeli Koita,1900000.0,Waasland-Beveren
Leonardo Miramar Rocha,1800000.0,AS Eupen
Makhtar Gueye,1800000.0,KV Oostende
Saad Agouzoul,1600000.0,Royal Excel Mouscron
David Robert Bates,1200000.0,Cercle Brugge
Victor Christoffer Wernersson,1200000.0,Mechelen
Serge Tabekou Ouambé,1300000.0,Royal Excel Mouscron
Brendan Daniel Hines-Ike,1100000.0,Kortrijk
Maxime Vincent D'Arpino,1200000.0,KV Oostende
Djihad Bizimana,1200000.0,Waasland-Beveren
Jack Hendry,1100000.0,KV Oostende
Nemanja Antonov,1100000.0,Royal Excel Mouscron
